Title,Company Name,Rating,Experience,Salary,Location,Job Overview,Date Posted,Skills,URL
Software Developer,Nexpro247,None,0-5 Yrs,Not disclosed,"Ahmedabad, Surat, Vadodara","Develop software design & architecture Identify, prioritize & execute tasks Develop too...",7 Days Ago,"python, SQL, java, php, web development, Debugging Skills, CSS, C++",https://www.naukri.com/job-listings-software-developer-nexpro247-ahmedabad-surat-vadodara-0-to-5-years-250924006648
Software Engineer- Python Developer,Webex Communications India (p) Ltd.,4,5-8 Yrs,Not disclosed,Bengaluru,"From a technical point of view, you should have some familiarity with at least a few of...",9 Days Ago,"Sales, Networking, Linux, Cloud Applications, WAN, Cloud, Manager Technology, cisco",https://www.naukri.com/job-listings-software-engineer-python-developer-webex-communications-india-p-ltd-bengaluru-5-to-8-years-230924500835
Python Software Developer,Innova Solutions,3.6,5-10 Yrs,6-10 Lacs PA,Bengaluru,Experience: 5 to 15 years.,21 Days Ago,"Django, Python Development, Flask, Numpy, Software, Python, Software development, Development",https://www.naukri.com/job-listings-python-software-developer-innova-solutions-bengaluru-5-to-10-years-110924005241
Python Software Developer-  CHANDIGARH LOCATION,Roundglass,3.3,6-11 Yrs,Not disclosed,"Mohali, Chandigarh","About Roundglass:At Roundglass, our primary goal is to make a positive impact on people...",2 Days Ago,"Aws Cloud, Postgresql, MySQL, Api Design And Development, Python, Django, Design, Software",https://www.naukri.com/job-listings-python-software-developer-chandigarh-location-roundglass-mohali-chandigarh-6-to-11-years-300924003008
Python Developer,Huntertech Ventures,None,0-2 Yrs,Not disclosed,Bengaluru,Hunter Tech Ventures Pvt Ltd is looking for Python Developer to join our dynamic team a...,30+ Days Ago,"python, css, c, software testing, natural language processing, python development, machine learning, artificial intelligence",https://www.naukri.com/job-listings-python-developer-hunter-tech-ventures-pvt-ltd-bengaluru-0-to-2-years-140524501680
Python Developer (Trainee),Everforce,4.2,No fixed duration,Unpaid,Bengaluru,Not Available,Internship,Not Specified,https://www.naukri.com/job-listings-python-developer-trainee-everforce-llc-bengaluru-0-to-1-years-120820500090
Python Developer Trainee,Inexoft,1.5,3 months duration,6/month,"Kannur, Bengaluru",Not Available,Internship,Not Specified,https://www.naukri.com/job-listings-python-developer-trainee-inexoft-technologies-kannur-bengaluru-0-to-2-years-020724500788
Software Development Engineer (SDE-1) / Front End Engineer,One Muthoot,None,0-2 Yrs,Not disclosed,Bengaluru,. You should have knowledge and experience in Front End technologies . You should have ...,30+ Days Ago,"Front End Engineer, Software Development Engineer, Front, End, Development, Software, Software development, Front end",https://www.naukri.com/job-listings-software-development-engineer-sde-1-front-end-engineer-one-muthoot-bengaluru-0-to-2-years-130723500124
Software Development Engineer (SDE-1) / Back End Engineer,One Muthoot,None,0-2 Yrs,Not disclosed,Bengaluru,. You should be able to work independently with little supervision . You should have ex...,30+ Days Ago,"Back End Engineer, Software Development Engineer, End, Software, Software development, Backend, Software engineering, Development",https://www.naukri.com/job-listings-software-development-engineer-sde-1-back-end-engineer-one-muthoot-bengaluru-0-to-2-years-130723500123
Software Development Engineer (Jr. Android),One Muthoot,None,0-2 Yrs,Not disclosed,Bengaluru,You will be working with the world class engineering team in designing...,30+ Days Ago,"Software design, Mobile development, Software Development Manager, Manager Technology, Programming, JSON, Android SDK, Unit testing",https://www.naukri.com/job-listings-software-development-engineer-jr-android-one-muthoot-bengaluru-0-to-2-years-130723500082
Software Development Engineer,Siemens,4.1,0-3 Yrs,Not disclosed,Bengaluru,"Bachelors or Master s degree in Electrical Engineering, Computer Science, Applied Mathe...",30+ Days Ago,"Automation, C++, Semiconductor, Linux, Analog, System design, Healthcare, Sensors",https://www.naukri.com/job-listings-software-development-engineer-siemens-limited-bengaluru-0-to-3-years-071223501552
Software Development Engineer I - Frontend,Zeta Inc.,3.4,0-1 Yrs,Not disclosed,Bengaluru,"Looking for a creative coding enthusiast, Imagine a role where your passion for progra...",30 Days Ago,"Backend, jQuery, Front end, Coding, Javascript, Programming, Data structures, Product design",https://www.naukri.com/job-listings-software-development-engineer-i-frontend-zeta-inc-bengaluru-0-to-1-years-020924502485
Software Development Engineer-II (Backend),Innovaccer,3,0-3 Yrs,Not disclosed,Noida,Working experience in BigData / Distributed Systems and Async Programming . Bachelors d...,1 Day Ago,"Solution architecture, Backend, RDBMS, Django, Healthcare, OLAP, Distribution system, SQL",https://www.naukri.com/job-listings-software-development-engineer-ii-backend-innovaccer-noida-0-to-3-years-011024500448
Senior Python Developer (FastAPI AND AWS),TekPillar S,None,3-8 Yrs,20-35 Lacs PA,"Hybrid - Visakhapatnam, New Delhi, Pune",Role: Software Engineer (Full-stack developer)Location: BangaloreType: FulltimeLooking...,2 Days Ago,"FastAPI, Eks, AWS, Python, Kubernetes, Multithreading, Python Development, Development",https://www.naukri.com/job-listings-senior-python-developer-fastapi-and-aws-tekpillar-visakhapatnam-new-delhi-pune-3-to-8-years-300924013402
Hiring For Python Developer,KVC Consultants Ltd.,None,2-6 Yrs,4-5 Lacs PA,"Pune, Bengaluru",Please Note . *This is a WFO Profile in Bengaluru and Chennai . *All the interviews are...,5 Days Ago,"Python, Unit Testing Framework, Python Framework, Coding, Django, Pytest, Framework testing, Python Development",https://www.naukri.com/job-listings-hiring-for-python-developer-kvc-consultants-ltd-pune-bengaluru-2-to-6-years-130924022357
Python Developer,Solveall Solutions,None,1-3 Yrs,4-6 Lacs PA,Pune(Baner),"Proficiency in concepts like decorators, lambda functions, multi-threaded, and multi-pr...",1 Day Ago,"decorators, Lambda Functions, Python programming, Functional, Program, Development, Python Development, Python",https://www.naukri.com/job-listings-python-developer-solveall-solutions-pune-1-to-3-years-011024013211
Software Developer,Nexpro247,None,0-5 Yrs,Not disclosed,"Madurai, Salem, Coimbatore","Develop software design & architecture Identify, prioritize & execute tasks Develop too...",14 Days Ago,"python, SQL, java, php, web development, Debugging Skills, CSS, C++",https://www.naukri.com/job-listings-software-developer-nexpro247-madurai-salem-coimbatore-0-to-5-years-180924006386
Software Developer,Nexpro247,None,0-5 Yrs,Not disclosed,"Thane, Nashik, Navi Mumbai","Develop software design & architecture Identify, prioritize & execute tasks Develop too...",14 Days Ago,"python, SQL, java, php, web development, Debugging Skills, CSS, C++",https://www.naukri.com/job-listings-software-developer-nexpro247-thane-nashik-navi-mumbai-0-to-5-years-180924006089
Python Developer,Infosys,3.8,7-9 Yrs,Not disclosed,Chandigarh,Additional Responsibilities: Ability to develop value-creating strategies and models th...,8 Days Ago,"python, aws sagemaker, python development, machine learning, software configuration management, natural language processing, technology solutions, artificial intelligence",https://www.naukri.com/job-listings-python-developer-infosys-limited-chandigarh-7-to-9-years-240924918885
Python Developer,S P A Enterprise Info Services,4.3,5-8 Yrs,15-20 Lacs PA,Hyderabad(HITEC City),"5 + Y of Experience as Python DevelopmentExperience in AWS Services (mainly Lambda, Dyn...",13 Days Ago,"Python, DynamoDB, API Development, AWS, Lambda, SQL, Lambda Expressions, Dynamo Db",https://www.naukri.com/job-listings-python-developer-s-p-a-enterprise-info-services-hyderabad-5-to-8-years-190924018398
Python Developer _ Immediate joiner,Tech Mahindra,3.6,2-7 Yrs,Not disclosed,Remote,Looking for python developer with good communication Should have experience in Python a...,13 Days Ago,"python, Python Development, python developer, Development",https://www.naukri.com/job-listings-python-developer-immediate-joiner-tech-mahindra-hyderabad-2-to-7-years-190924014596
Python Developers,PwC India,3.5,4-7 Yrs,Not disclosed,"Noida, Delhi / NCR","Qualifications: . Education: Bachelors or Masters degree in Computer Science, Informati...",7 Days Ago,"CI/CD Pipeline, Django, Python, Cd, Continuous Integration, Python Development, CI Cd Pipeline, CI/Cd",https://www.naukri.com/job-listings-python-developers-pwc-india-noida-delhi-ncr-4-to-7-years-240924024313
Python Developer,Globallogic,3.7,3-5 Yrs,Not disclosed,Noida,"Description: Join GlobalLogic, to be a valid part of the team working on a huge softwar...",14 Days Ago,"aws iam, unit testing, sql, docker, coding, postgresql, oops, api",https://www.naukri.com/job-listings-python-developer-globallogic-noida-3-to-5-years-180924005325
Python Developer,Infosys,3.8,5-8 Yrs,Not disclosed,Hyderabad,"Bachelor of Engineering . Service Line Analytical abilities, Strong Technical Skills, G...",13 Days Ago,"Python, quality assurance, Big Data, agile methodologies, Data Processing, Spark, Python Development, Quality",https://www.naukri.com/job-listings-python-developer-infosys-limited-hyderabad-5-to-8-years-190924909441
Python Developer,Primacy Infotech,2.4,2-4 Yrs,Not disclosed,Kolkata,Optimize applications for maximum speed and scalabilityExperience with web scraping usi...,13 Days Ago,"Data analysis, Front end, GIT, Web development, Javascript, Google AdWords, Customer relationship, HTML",https://www.naukri.com/job-listings-python-developer-primacy-infotech-pvt-ltd-kolkata-2-to-4-years-190924503853
Senior Software Engineer (Python Developer),First Advantage,3.9,4-6 Yrs,Not disclosed,Bengaluru,"Bachelor s degree in computer science, Engineering, or related field . 4 - 6 years of p...",30+ Days Ago,"E-learning, Automation, Backend, Postgresql, MySQL, Agile, Selenium, Python",https://www.naukri.com/job-listings-senior-software-engineer-python-developer-first-advantage-bengaluru-4-to-6-years-230824501820
Python Developer,Nexpro247,None,0-5 Yrs,4.5-9.5 Lacs PA,"Hyderabad, Bengaluru, Delhi / NCR",#NAME?,20 Days Ago,"Full Stack, Application Development, Python Development, erp, CSS, Flask Open, Postgresql, Api Rest",https://www.naukri.com/job-listings-python-developer-nexpro247-hyderabad-bengaluru-delhi-ncr-0-to-5-years-120924009105
Software Development Engineer,Accenture,4,0-2 Yrs,Not disclosed,Noida,"Project Role :Software Development EngineerProject Role Description :Analyze, design, c...",7 Days Ago,"software development, salesforce lightning, javascript, design patterns, web development, visualforce, css, confluence",https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-noida-0-to-2-years-250924924853
Software Developer/Trainer,Thrive Info Tech,None,No fixed duration,Unpaid,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Available,Internship,Not Specified,https://www.naukri.com/job-listings-software-developer-trainer-thrive-info-tech-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-230920500882
Python Developer,IT SCIENT,None,5-8 Yrs,20-27.5 Lacs PA,Bengaluru,4years of experience in backend development with a strong focus on Python Proficiency i...,7 Days Ago,"fast api, Django, Python Development, Flask, Backend Development, Web Framework, Framework, Development",https://www.naukri.com/job-listings-python-developer-it-scient-bengaluru-5-to-8-years-250924018490
Python Developer,Srijan Spectrum,None,6-10 Yrs,10-17 Lacs PA,"Hybrid - Hyderabad, Pune, Bengaluru, Mumbai (All Areas)",Strong Proficiency and 5+years' experience in Python development and snowflake developm...,5 Days Ago,"Snowflake, Python Development, Python, Development",https://www.naukri.com/job-listings-python-developer-srijan-spectrum-hyderabad-pune-bengaluru-mumbai-all-areas-6-to-10-years-270924012520
Software Engineer - Ruby Developer,Siemens,4.1,0-4 Yrs,Not disclosed,Noida,". As aSoftware Engineer (Ruby developer), you will work as an independent contributoran...",30+ Days Ago,"Unix, Automation, Linux, Consulting, Integration testing, Siemens, Test cases, Operations",https://www.naukri.com/job-listings-software-engineer-ruby-developer-siemens-limited-noida-0-to-4-years-010324501283
Python Software Developer,Mastek,3.6,2-5 Yrs,3-6.5 Lacs PA,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",Knowledge or certification in ITIL processes would provide an additional advantageQuali...,None,"Python, SQL, Data Engineering, Engineering, Software, Data, Software development, Development",https://www.naukri.com/job-listings-python-software-developer-mastek-pune-bengaluru-mumbai-all-areas-2-to-5-years-240924019888
Python Software Developer,Bahwan CyberTek,None,3-6 Yrs,9-15 Lacs PA,Pune(Koregaon Park),The Python developer is an intermediate level position responsible for implementation o...,Today,"RegeX, Python, SQL, Django, Regular Expressions, Software, Development, Software development",https://www.naukri.com/job-listings-python-software-developer-bct-consulting-pune-3-to-6-years-021024005825
AIML ( Python Developer) WFO Only,Mdi Networx,3.8,0-1 Yrs,Not disclosed,Pune(Viman Nagar),Proficient in Python and should have worked on statistical packages.  Good understandin...,16 Days Ago,"Artificial Intelligence, AIML, Machine Learning, Python Development, Intelligence, Python, Development, Wfo",https://www.naukri.com/job-listings-aiml-python-developer-wfo-only-mdi-networx-pune-0-to-1-years-160924007163
Jr. Python Developer,Flexible Softwares,None,0-2 Yrs,Not disclosed,Pune,"Good communication skills to discuss with SME s, Architects and Manager . Technical Ski...",30+ Days Ago,"Trade, Client satisfaction, C, Django, Analytical, Javascript, Manager Technology, Open source",https://www.naukri.com/job-listings-jr-python-developer-flexible-softwares-pune-0-to-2-years-030823500516
PYTHON Developer,Mplussoft,3.2,0-2 Yrs,Not disclosed,Pune,Attitude     Should be able to handle the development independently.     Should be ab...,30+ Days Ago,"Unix, HTML;Javascript, Web technologies, Linux, Team development, Agile, Software development life cycle, Programming",https://www.naukri.com/job-listings-python-developer-mplussoft-india-pvt-ltd-pune-0-to-2-years-290922501674
Python Developer,Pinnacle Tech Systems,None,0-2 Yrs,Not disclosed,Pune,"As a Python Developer Fresher, you will be responsible for: . Candidate Qualifications:...",30+ Days Ago,"Computer science, Analytical skills, Customer satisfaction, Focus, Programming, Technology solutions, Python, Analytics",https://www.naukri.com/job-listings-python-developer-pinnacle-tech-systems-pune-0-to-2-years-221123501959
Python Developer,Primohunt Corporate,None,0-8 Yrs,Not disclosed,Pune,"Qualification: . . Any Graduate, PG with min 3 yrs exp in Python, AI, ML NLP. Developme...",30+ Days Ago,"MIN, data science, Artificial Intelligence, Machine learning, Natural language processing, application architecture, Python, processing",https://www.naukri.com/job-listings-python-developer-primohunt-corporate-pune-0-to-8-years-110722501071
JUNIOR SOFTWARE DEVELOPER,Godigi Infotech,None,0-1 Yrs,Not disclosed,Pune,Excellent knowledge of language in either Java / .net / PHP / Python   Educat...,30+ Days Ago,"PHP, ASP.Net, Python, Software, Development, Software development",https://www.naukri.com/job-listings-junior-software-developer-godigi-infotech-pune-0-to-1-years-201023500169
Software Engineer .NET developer,IT Services & Consulting,None,0-1 Yrs,Not disclosed,Remote,"Programming languages: C# .Net, Work location : 99% work from home, required to attend ...",6 Days Ago,"C#, .Net, CAD, .NET developer, ADO .NET, SQL, software programming, Programming",https://www.naukri.com/job-listings-software-engineer-net-developer-demetrius-technologies-bengaluru-0-to-1-years-260924909861
Python Developer,Harmony Data Integration Technologies,4.7,3-6 Yrs,Not disclosed,Mohali,Cloud Platform Experience: Experience with Google Cloud Platform (GCP) and Azure is hig...,2 Days Ago,"Python, SQL, API Design, Azure, GCP, Pandas, SQLAlchemy, Fast API",https://www.naukri.com/job-listings-python-developer-harmony-data-integration-technologies-mohali-3-to-6-years-300924906879
Sr Developer Python,Non-bank financial institution (NBFC),None,4-9 Yrs,Not disclosed,"Mumbai, Thane, Mumbai (All Areas)",Should be well versed with python basics + rest frameworks(Django / Flask/Falcon + Scri...,2 Days Ago,"Github, Lamda, Django, Python Development, Flask, s3, Amazon Ec2, Jenkins",https://www.naukri.com/job-listings-sr-developer-python-hipos-consulting-services-llp-mumbai-thane-mumbai-all-areas-4-to-9-years-300924014899
Python Developer(Python+AWS+ML) - Immediate Joiner,Kezan india,None,5-10 Yrs,20-25 Lacs PA,Gurugram,"Integrate machine learning capabilities into applications, leveraging model endpoints a...",2 Days Ago,"Python Development, AWS, Machine Learning, Development, Machine, Python",https://www.naukri.com/job-listings-python-developer-python-aws-ml-immediate-joiner-kezan-consulting-gurugram-5-to-10-years-300924013098
Python Developer | FINJO I387,Omni Recruit,None,6-11 Yrs,Not disclosed,Bengaluru,Micro services Architecture: Experience in designing and managing micro services Strong...,5 Days Ago,"Terraform, AWS, Python, Python Developer, Python Development, Development",https://www.naukri.com/job-listings-python-developer-finjo-i387-omni-recruit-bengaluru-6-to-11-years-270924011142
Python Developer,ATMECS Global,3.4,6-10 Yrs,Not disclosed,Hyderabad,"Programming Languages: Python (Mandatory), Ruby (Preferred), Java Experience: 6-10 Year...",1 Day Ago,"Docker, Terraform, AWS, Python, Kubernetes, GIT, Ci Cd Pipeline, Ansible",https://www.naukri.com/job-listings-python-developer-atmecs-global-hyderabad-6-to-10-years-011024020993
Python Developer - Django Frameworks,Rosemallow Technologies,None,3-7 Yrs,Not disclosed,Coimbatore,Bachelors degree in Computer Science or a related fieldMinimum of 3 years of experience...,2 Days Ago,"Python, Application Designing, Applications Implementation, RDBMS, Django, PostgreSQL, MySQL, Pandas",https://www.naukri.com/job-listings-python-developer-django-frameworks-rosemallow-technologies-private-limited-coimbatore-3-to-7-years-300924907661
Python developer,Rosemallow Technologies,None,3-6 Yrs,Not disclosed,Coimbatore,"- Minimum of 3 years of experience in Python development, with proficiency in Django fr...",2 Days Ago,"API, Python, CSS, PostgreSQL, Django, MySQL, JavaScript, HTML",https://www.naukri.com/job-listings-python-developer-rosemallow-technologies-private-limited-coimbatore-3-to-6-years-300924907653
Python Developer,Crown Solutions India (P) Ltd,None,4-6 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru","Qualifications: . Bachelors degree in Computer Science, Information TechnologyRequired ...",5 Days Ago,"Python, CSS, web services, PostgreSQL, JavaScript, MySQL, HTML, ORM",https://www.naukri.com/job-listings-python-developer-crown-solutions-hyderabad-chennai-bengaluru-4-to-6-years-270924918312
Python Developers,Hachidori Robotics,4.1,2-6 Yrs,Not disclosed,Bengaluru,Hachidori Robotics Private Limited is looking for Python Developers to join our dynamic...,6 Days Ago,"python, software testing, web application, software design, python development, solution development, file system, scalability",https://www.naukri.com/job-listings-python-developers-hachidori-robotics-private-limited-bengaluru-2-to-6-years-260924505036
UI/UX Designer,Edgewrapper,4.6,0-2 Yrs,Not disclosed,Bardhaman,"1. Good interpersonal, verbal and written communication.  2. Ability to discuss and ...",30+ Days Ago,"Basic, Social media analytics, Usage, Web technologies, Analytical, Social media, Marketing campaigns, Adobe",https://www.naukri.com/job-listings-ui-ux-designer-edgewrapper-bardhaman-0-to-2-years-270723501292
UI/UX designer,Tecwallet LLC,None,0-4 Yrs,Not disclosed,Mumbai,Working Days6 Days a week( 10:00 AM to 7:00 PM )Job NatureFull TimeGenderNo PreferenceC...,30+ Days Ago,"Tutor, Email, UX, Web technologies, UI, phone, web, design",https://www.naukri.com/job-listings-ui-ux-designer-tecwallet-llc-mumbai-0-to-4-years-270318500710
UI/UX Designer,Klizo Solutions,4.6,0-3 Yrs,Not disclosed,Kolkata,Bachelor s degree or equivalent in designing digital products and services . A portfoli...,30+ Days Ago,"Training, jQuery, Illustrator, Coding, Time management, HTML, Content writing, Management",https://www.naukri.com/job-listings-ui-ux-designer-klizo-solutions-pvt-kolkata-0-to-3-years-270224501958
UX/UI Design Internship,Ungrammary,3.7,0-1 Yrs,Not disclosed,Mumbai,Ungrammary is looking for UX / UI Design Internship to join our dynamic team and embark...,30+ Days Ago,"VMware, User interface designing, Web application, Banking, Tool design, Research, User experience design, Internship",https://www.naukri.com/job-listings-ux-ui-design-internship-ungrammary-mumbai-0-to-1-years-260624501955
UI / UX Designer,Nullplex Software,4.5,0-1 Yrs,Not disclosed,Nashik,"Bachelor s degree in computer science, interaction design, or a related field . Leverag...",30+ Days Ago,"Product quality, User research, Usability analysis, User interface designing, Illustrator, Interaction design, Agile, Adobe",https://www.naukri.com/job-listings-ui-ux-designer-nullplex-software-private-limited-nashik-0-to-1-years-230623500534
UI / UX Designer,Autuskey,4.4,0-3 Yrs,Not disclosed,Pune,. Estimating the time required to complete the work and providing timelinesExperience a...,30+ Days Ago,"Graphics, Printing, Web technologies, Javascript, Accounts Executive, Cost, Digital Marketing Executive, Accounting",https://www.naukri.com/job-listings-ui-ux-designer-autuskey-technology-development-pvt-ltd-pune-0-to-3-years-230323501238
UI/UX Graphics Designer Intern,Sparkplus Technologies,4.1,0-1 Yrs,Not disclosed,Remote,. We are seeking a talented and passionate intern to join our team as a UI / UX and Gra...,30+ Days Ago,"Graphics, Graphic designing, Illustrator, Interaction design, design intern, Photoshop, Internship, Usability testing",https://www.naukri.com/job-listings-ui-ux-graphics-designer-intern-sparkplus-technologies-remote-0-to-1-years-230224502032
UI / UX / Graphic Designer,Kuhipaat,4.5,0-4 Yrs,Not disclosed,Dibrugarh,He or she should be a communication professional passionate about creating communicatio...,30+ Days Ago,"Health insurance, Provident fund, User interface designing, Illustrator, Wordpress, Corel Draw, Conceptualization, Web designing",https://www.naukri.com/job-listings-ui-ux-graphic-designer-kuhipaat-communications-and-technology-pvt-ltd-dibrugarh-0-to-4-years-220623500806
UI / UX Designer,Smartfish Designs,5,0-1 Yrs,Not disclosed,Ahmedabad,Minimum 6 months to 1 year experience as a UI / UX Designer or similar role along with ...,30+ Days Ago,"Application design, Administration, Software design, Ticketing, Web technologies, Illustrator, Time management, Web designing",https://www.naukri.com/job-listings-ui-ux-designer-smartfish-designs-pvt-ltd-ahmedabad-0-to-1-years-220324500426
UX/UI Designer,Startup Ca,None,0-3 Yrs,Not disclosed,New Delhi,Can Gather knowledge And Research on ideas For Projects. Strong with Coding and Designi...,30+ Days Ago,"Hardware networking, Web technologies, User interface designing, Illustrator, Coding, Web designing, Mobile applications, Photoshop",https://www.naukri.com/job-listings-ux-ui-designer-startup-ca-new-delhi-0-to-3-years-220222500293
UX/UI Designer,Digital Patang,4,0-4 Yrs,Not disclosed,Noida,"Tools:- Proficient in design tools such as Sketch, Adobe XD, Figma, or other relevant s...",30+ Days Ago,"User research, User interface designing, Tool design, wireframing, Adobe, Usability testing, Information architecture, Testing",https://www.naukri.com/job-listings-ux-ui-designer-digital-patang-noida-0-to-4-years-220124500137
UI / UX and Graphics Designer,Dtechies,None,0-5 Yrs,Not disclosed,Udaipur,"Requirements: . Bachelors degree in Design, Fine Arts, or related fieldCollaborate clos...",30+ Days Ago,"Graphics, Printing, Graphic designing, adobe creative suite, Tool design, Mobile applications, Photoshop, Continuous improvement",https://www.naukri.com/job-listings-ui-ux-and-graphics-designer-dtechies-it-solutions-udaipur-0-to-5-years-200224500817
UI/UX Design Intern,Thirdeye Computer Classes,None,6 months duration,Unpaid,Jaipur,Not Available,Internship,Not Specified,https://www.naukri.com/job-listings-ui-ux-design-intern-thirdeye-computer-classes-jaipur-0-to-1-years-190724501952
UI / UX Designer,Xcellence It,3.4,0-2 Yrs,Not disclosed,Surat,Candidate should be any graduate / diploma in creative arts . Excellent communication p...,30+ Days Ago,"Product engineering, Web technologies, Illustrator, adobe creative suite, Corel Draw, HTML, Visio, Photoshop",https://www.naukri.com/job-listings-ui-ux-designer-xcellence-it-surat-0-to-2-years-180323500631
UI / UX Designer,Technians Softech,4.1,0-2 Yrs,Not disclosed,Gurugram,. Understanding the requirement and suggesting unique solutions to requirementDevelop c...,30+ Days Ago,"Illustrator, Power point presentation, Mobile applications, Research, Photoshop, Adobe, Digital marketing, Powerpoint",https://www.naukri.com/job-listings-ui-ux-designer-technians-softech-pvt-ltd-gurugram-0-to-2-years-170323501952
UI UX Designer ( Internship ),Pep Softwares,3,No fixed duration,Unpaid,Erode,Not Available,Internship,Not Specified,https://www.naukri.com/job-listings-ui-ux-designer-internship-pep-softwares-erode-0-to-1-years-160724501385
UI / UX Designer,Grewon Technologies,None,0-3 Yrs,Not disclosed,Surat,Empire Construction Co. is looking for Accountant to join our dynamic team and embark o...,30+ Days Ago,"css, ux, adobe xd, prototyping, user interface designing, photoshop, user research, visual design",https://www.naukri.com/job-listings-ui-ux-designer-grewon-technologies-pvt-ltd-surat-0-to-3-years-160524501136
UI / UX Designer,The Runaway Crew,4.5,0-2 Yrs,Not disclosed,Mumbai,The Runaway Crew is looking for UI / UX Designer to join our dynamic team and embark on...,30+ Days Ago,"UI/UX Designer, UX, User interface designing, UI, UX, Ui And Ux, Design, UX Design",https://www.naukri.com/job-listings-ui-ux-designer-the-runaway-crew-mumbai-0-to-2-years-150724501090
UI / UX Designer,Wehubs Innovations,None,0-2 Yrs,Not disclosed,Greater Noida,Understanding and experience with responsive and multi - device designCandidate must ab...,30+ Days Ago,"UX, PDF, jQuery, html5, Javascript, Conceptualization, Tool design, Doc",https://www.naukri.com/job-listings-ui-ux-designer-wehubs-innovations-greater-noida-0-to-2-years-150318500619
UI/UX Designer,Famepilot,None,0-1 Yrs,Not disclosed,Gurgaon,"Skill(s) required: HTML, CSS, JavaScript, Adobe Photoshop, Adobe Illustrator, Adobe Dre...",30+ Days Ago,"Graphics, UI development, Illustrator, Javascript, HTML, Customer support, bootstrap, Troubleshooting",https://www.naukri.com/job-listings-ui-ux-designer-famepilot-internet-gurgaon-0-to-1-years-140220500672
UI/UX Designer,Pro Start Me,3.5,0-3 Yrs,Not disclosed,Surat,Experience: 0 to 3 Years (Freshers can apply) . Benefits Solid experience in creating w...,30+ Days Ago,"Application design, CSS, Illustrator, Javascript, HTML, Mobile applications, Research, Photoshop",https://www.naukri.com/job-listings-ui-ux-designer-pro-start-me-surat-0-to-3-years-131023501247
Junior UI/UX Designer,Talrop,3.6,0-1 Yrs,Not disclosed,Kochi,Skills required : . Good problem solving skills and attention to detail to identify and...,30+ Days Ago,"UI development, CSS, Interpersonal skills, Front end, adobe creative suite, Time management, Debugging, Javascript",https://www.naukri.com/job-listings-junior-ui-ux-designer-talrop-kochi-0-to-1-years-130324502029
UX / UI Design & Graphic Design Intern,Inqutec Labs,None,0-2 Yrs,Not disclosed,Remote,You have to know the tools required to get your job done You will need to be Proficient...,30+ Days Ago,"storyboarding, visual design, wireframe, user flows, Graphics, UX Design, UX, Wireframing",https://www.naukri.com/job-listings-ux-ui-design-graphic-design-intern-inqutec-labs-remote-0-to-2-years-130224500559
UI / UX Designer Intern,Apps Deployer,4.2,No fixed duration,Unpaid,Indore,Not Available,Internship,Not Specified,https://www.naukri.com/job-listings-ui-ux-designer-intern-appsdeployer-indore-0-to-1-years-120724502151
UI / UX Designer,JN Softech,None,0-1 Yrs,Not disclosed,Surat,Proven work experience as a UI / UX Designer or similar role . Up-to-date knowledge of ...,30+ Days Ago,"storyboarding, ux, software design, illustrate design, user interface designing, adobe, photoshop, prototype",https://www.naukri.com/job-listings-ui-ux-designer-jn-softech-surat-0-to-1-years-120724501255
UI UX Designer,RGB Webtech,None,0-4 Yrs,Not disclosed,Chandigarh,We are seeking a skilled and innovative Mobile App Designer to join our design team ...,30+ Days Ago,"Front end, Web development, Interaction design, Workflow, HTML, Adobe, Digital marketing, Internship",https://www.naukri.com/job-listings-ui-ux-designer-rgb-webtech-chandigarh-0-to-4-years-120624501863
Ui Ux Designer,RGB Webtech,None,0-3 Yrs,Not disclosed,Chandigarh,Full-time / Freelance / Part-time / Contract . A minimum duration of 6 months is mandat...,30+ Days Ago,"User research, Front end, Web development, Interaction design, HTML, Adobe, Digital marketing, Internship",https://www.naukri.com/job-listings-ui-ux-designer-rgb-webtech-chandigarh-0-to-3-years-120624501798
Junior Ui Ux Designer,RGB Webtech,None,0-3 Yrs,Not disclosed,Chandigarh,"Bachelors degree in User Experience Design, Interaction Design, Graphic Design, or a re...",30+ Days Ago,"User research, Front end, Web development, Interaction design, HTML, Adobe, Digital marketing, Internship",https://www.naukri.com/job-listings-junior-ui-ux-designer-rgb-webtech-chandigarh-0-to-3-years-120624501759
Ui Ux Designer,RGB Webtech,None,0-2 Yrs,Not disclosed,Chandigarh,"Bachelors degree in User Experience Design, Interaction Design, Graphic Design, or a re...",30+ Days Ago,"User research, Front end, Web development, Interaction design, HTML, Adobe, Digital marketing, Internship",https://www.naukri.com/job-listings-ui-ux-designer-rgb-webtech-chandigarh-0-to-2-years-120624501622
UI/UX Designer,Metaverse Game Studios Inc,None,0-3 Yrs,Not disclosed,Remote,Being able to adapt realistic sci-fi art style . Ability to manage user experience from...,30+ Days Ago,"Graphic designing, Front end, User interface designing, Illustrator, Art Director, Management, Outsourcing, Photoshop",https://www.naukri.com/job-listings-ui-ux-designer-metaverse-game-studios-inc-remote-0-to-3-years-101122502794
